DATA         'QLIQ'       'QG'    'QO'    'QW'    'QWI'   'BHP'   'PE'
             'm3/Day'     'm3/Day' 'm3/Day' 'm3/Day' 'm3/Day' 'kgf/cm2' 'kgf/cm2'
2010/08/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2010/09/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2010/10/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2010/11/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2010/12/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/01/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/02/28     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/03/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/04/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/05/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/06/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/07/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/08/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/09/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/10/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/11/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2011/12/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/01/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/02/29     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/03/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/04/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/05/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/06/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/07/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/08/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/09/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/10/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/11/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2012/12/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/01/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/02/28     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/03/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/04/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/05/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/06/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/07/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/08/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/09/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/10/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/11/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2013/12/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/01/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/02/28     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/03/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/04/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/05/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/06/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/07/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/08/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/09/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/10/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/11/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2014/12/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/01/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/02/28     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/03/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/04/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/05/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/06/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/07/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/08/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/09/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/10/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/11/30     0.0     0.0     0.0     0.0     0.0     0.0     0.0
2015/12/31     0.0     0.0     0.0     0.0     0.0     0.0     0.0
